run_id,run_date,shift,line_id,product_sku,planned_units,actual_units,downtime_min,downtime_reason,reject_units,filler_pressure_psi,fill_temp_c,operator_id,qa_pass
50239,2026-07-01,A,LINE-3,SPRING-1L,8799,8836,3,None,3,39.6,4.6,OP-1018,true
50240,2026-07-01,B,LINE-1,TONIC-10OZ,10134,9947,5,None,47,38.4,4.3,OP-1003,true
50241,2026-07-01,B,LINE-2,COLA-12OZ,10825,9973,28,Label Misfeed,14,38.6,4.0,OP-1013,true
50242,2026-07-01,B,LINE-3,ENERGY-8OZ,8870,8636,6,None,43,36.4,4.3,OP-1024,true
50243,2026-07-01,C,LINE-1,TONIC-10OZ,9701,9088,0,None,61,39.9,4.1,OP-1006,true
50244,2026-07-01,C,LINE-2,SPRING-1L,11517,11095,0,None,69,36.4,4.2,OP-1016,true
50245,2026-07-01,C,LINE-3,TONIC-10OZ,8555,8235,1,None,33,35.8,4.6,OP-1024,true
50246,2026-07-02,A,LINE-1,ENERGY-8OZ,9847,9319,25,Changeover,23,34.7,4.0,OP-1003,true
50247,2026-07-02,A,LINE-2,SPRING-1L,11015,10374,28,Changeover,30,36.2,4.1,OP-1012,true
50248,2026-07-02,A,LINE-3,COLA-12OZ,8771,8547,5,None,63,40.0,4.6,OP-1019,true
50249,2026-07-02,B,LINE-1,SPRING-1L,9464,8073,67,Sensor Fault,29,38.2,4.6,OP-1003,true
50250,2026-07-02,B,LINE-2,LEMON-16OZ,11437,11168,2,None,13,38.5,3.9,OP-1012,true
50251,2026-07-02,B,LINE-3,SPRING-1L,8740,8328,8,None,29,38.1,4.4,OP-1021,true
50252,2026-07-02,C,LINE-1,TONIC-10OZ,10151,9275,23,Changeover,40,36.0,4.1,OP-1006,true
50253,2026-07-02,C,LINE-3,LEMON-16OZ,8940,7948,33,Changeover,12,39.1,4.5,OP-1024,true
50254,2026-07-03,A,LINE-1,ENERGY-8OZ,9436,9486,4,None,48,39.9,3.4,OP-1002,true
50255,2026-07-03,A,LINE-2,ENERGY-8OZ,11157,10984,8,None,44,39.0,3.7,OP-1011,true
50256,2026-07-03,A,LINE-3,LEMON-16OZ,8374,8454,5,None,81,34.4,4.4,OP-1020,true
50257,2026-07-03,B,LINE-1,ENERGY-8OZ,9695,9349,8,None,35,35.9,4.7,OP-1004,true
50258,2026-07-03,B,LINE-2,ENERGY-8OZ,11023,10935,1,None,3,37.4,4.6,OP-1013,true
50259,2026-07-03,B,LINE-3,ENERGY-8OZ,8561,8503,0,None,67,38.1,4.2,OP-1023,true
50260,2026-07-03,C,LINE-2,SPRING-1L,11228,10878,1,None,66,37.7,3.9,OP-1015,true
50261,2026-07-03,C,LINE-3,ENERGY-8OZ,8385,5507,135,Planned Maintenance,0,39.9,3.9,OP-1027,true
50262,2026-07-04,A,LINE-1,TONIC-10OZ,10089,9307,31,Capper Fault,257,37.4,4.7,OP-1002,true
50263,2026-07-04,A,LINE-2,ENERGY-8OZ,11194,9640,64,Planned Maintenance,24,37.4,4.6,OP-1009,true
50264,2026-07-04,A,LINE-3,SPRING-1L,8958,7833,65,Planned Maintenance,47,37.4,4.4,OP-1018,true
50265,2026-07-04,B,LINE-1,LEMON-16OZ,9632,8947,28,Changeover,39,39.3,4.3,OP-1004,true
50266,2026-07-04,B,LINE-2,ENERGY-8OZ,11481,10677,31,Changeover,82,37.3,4.0,OP-1013,true
50267,2026-07-04,B,LINE-3,SPRING-1L,8756,8041,37,Sensor Fault,24,36.8,3.8,OP-1021,true
50268,2026-07-04,C,LINE-1,TONIC-10OZ,9473,8888,15,Capper Fault,261,37.0,4.4,OP-1007,true
50269,2026-07-04,C,LINE-2,LEMON-16OZ,10949,10221,8,None,65,38.1,4.7,OP-1016,true
50270,2026-07-04,C,LINE-3,COLA-12OZ,8640,7867,22,Label Misfeed,42,39.9,3.9,OP-1025,true
50271,2026-07-05,A,LINE-1,SPRING-1L,9555,9282,25,Label Misfeed,25,36.6,3.8,OP-1002,true
50272,2026-07-05,A,LINE-2,COLA-12OZ,11010,10721,5,None,0,34.5,4.6,OP-1012,true
50273,2026-07-05,A,LINE-3,LEMON-16OZ,8543,7990,30,Label Misfeed,0,37.0,3.9,OP-1018,true
50274,2026-07-06,A,LINE-1,LEMON-16OZ,9583,9259,18,Label Misfeed,84,38.3,4.3,OP-1001,true
50275,2026-07-06,A,LINE-2,LEMON-16OZ,11406,10706,20,Changeover,87,38.4,4.6,OP-1011,true
50276,2026-07-06,A,LINE-3,COLA-12OZ,8200,6754,91,Planned Maintenance,5,35.6,4.4,OP-1020,true
50277,2026-07-06,B,LINE-1,ENERGY-8OZ,9497,9390,7,None,0,38.4,4.2,OP-1006,true
50278,2026-07-06,B,LINE-2,TONIC-10OZ,11390,10206,37,Capper Fault,195,37.6,4.3,OP-1012,true
50279,2026-07-06,B,LINE-3,TONIC-10OZ,8705,8518,6,None,56,38.1,3.9,OP-1022,true
50280,2026-07-06,C,LINE-1,SPRING-1L,9459,8376,39,Changeover,41,38.4,3.7,OP-1007,true
50281,2026-07-06,C,LINE-2,SPRING-1L,11547,10283,31,Changeover,43,35.4,3.8,OP-1018,true
50282,2026-07-06,C,LINE-3,TONIC-10OZ,8319,8018,6,None,30,35.9,4.2,OP-1026,true
50283,2026-07-07,A,LINE-1,ENERGY-8OZ,10000,9946,3,None,58,38.8,3.8,OP-1001,true
50284,2026-07-07,A,LINE-2,COLA-12OZ,11115,8599,109,Planned Maintenance,62,38.7,4.8,OP-1012,true
50285,2026-07-07,A,LINE-3,LEMON-16OZ,8971,8791,3,None,36,37.3,4.9,OP-1018,true
50286,2026-07-07,B,LINE-1,TONIC-10OZ,9657,8821,30,Sensor Fault,70,38.2,4.4,OP-1005,true
50287,2026-07-07,B,LINE-2,ENERGY-8OZ,11294,10024,45,Changeover,99,35.9,4.7,OP-1013,true
50288,2026-07-07,B,LINE-3,ENERGY-8OZ,8914,7607,65,Planned Maintenance,45,36.6,4.5,OP-1021,true
50289,2026-07-07,C,LINE-1,TONIC-10OZ,9814,8907,27,Changeover,24,37.2,4.6,OP-1006,true
50290,2026-07-07,C,LINE-2,COLA-12OZ,11211,10657,7,None,37,40.0,4.3,OP-1015,true
50291,2026-07-07,C,LINE-3,LEMON-16OZ,8775,7982,25,Changeover,61,39.6,4.2,OP-1024,true
50292,2026-07-08,A,LINE-2,ENERGY-8OZ,10886,8332,107,Planned Maintenance,30,37.6,4.4,OP-1010,true
50293,2026-07-08,A,LINE-3,TONIC-10OZ,8527,8592,5,None,0,37.3,4.3,OP-1021,true
50294,2026-07-08,B,LINE-1,ENERGY-8OZ,9907,9538,6,None,107,37.4,3.8,OP-1006,true
50295,2026-07-08,B,LINE-2,COLA-12OZ,11448,11162,5,None,0,38.9,3.6,OP-1013,true
50296,2026-07-08,B,LINE-3,LEMON-16OZ,8430,8147,7,None,0,38.1,4.7,OP-1021,true
50297,2026-07-08,C,LINE-1,COLA-12OZ,10158,9828,0,None,51,38.0,4.0,OP-1006,true
50298,2026-07-08,C,LINE-2,COLA-12OZ,11503,10135,39,Changeover,21,38.9,5.0,OP-1018,true
50299,2026-07-09,A,LINE-1,LEMON-16OZ,10149,9648,17,Capper Fault,247,38.1,4.3,OP-1001,true
50300,2026-07-09,A,LINE-2,LEMON-16OZ,11394,11283,2,None,56,38.5,3.9,OP-1012,true
50301,2026-07-09,A,LINE-3,LEMON-16OZ,8478,7832,34,Changeover,61,39.8,4.2,OP-1019,true
50302,2026-07-09,B,LINE-1,TONIC-10OZ,9472,7389,91,Planned Maintenance,0,39.4,3.9,OP-1004,true
50303,2026-07-09,B,LINE-2,SPRING-1L,11410,10505,28,Label Misfeed,78,38.7,3.8,OP-1013,true
50304,2026-07-09,B,LINE-3,LEMON-16OZ,8457,6834,81,Filler Jam,177,37.1,4.7,OP-1023,true
50305,2026-07-09,C,LINE-1,ENERGY-8OZ,9571,9229,2,None,91,40.1,4.1,OP-1006,true
50306,2026-07-09,C,LINE-2,COLA-12OZ,11587,11057,5,None,59,36.9,3.7,OP-1015,true
50307,2026-07-09,C,LINE-3,COLA-12OZ,8204,7739,2,None,21,36.8,4.7,OP-1026,true
50308,2026-07-10,A,LINE-1,SPRING-1L,9928,8126,82,Planned Maintenance,24,37.6,4.3,OP-1002,true
50309,2026-07-10,A,LINE-2,COLA-12OZ,10828,9304,63,Sensor Fault,28,37.9,3.8,OP-1011,true
50310,2026-07-10,A,LINE-3,ENERGY-8OZ,8879,7392,69,Sensor Fault,34,39.8,3.8,OP-1018,true
50311,2026-07-10,B,LINE-1,SPRING-1L,9666,9620,2,None,54,37.9,4.3,OP-1003,true
50312,2026-07-10,B,LINE-2,SPRING-1L,11508,10555,32,Changeover,46,37.4,4.1,OP-1014,true
50313,2026-07-10,B,LINE-3,COLA-12OZ,8653,8499,2,None,59,36.7,4.0,OP-1023,true
50314,2026-07-10,C,LINE-1,SPRING-1L,9687,8760,43,Changeover,76,37.5,4.6,OP-1006,true
50315,2026-07-10,C,LINE-2,SPRING-1L,10942,8195,99,Filler Jam,171,38.5,4.0,OP-1018,true
50316,2026-07-10,C,LINE-3,ENERGY-8OZ,8828,7421,65,Sensor Fault,35,39.1,4.3,OP-1025,true
50317,2026-07-11,A,LINE-2,LEMON-16OZ,11069,10964,1,None,72,39.0,4.5,OP-1010,true
50318,2026-07-11,A,LINE-3,TONIC-10OZ,8891,8070,37,Changeover,40,38.9,4.0,OP-1020,true
50319,2026-07-11,B,LINE-1,LEMON-16OZ,9816,9743,0,None,0,36.6,3.7,OP-1005,true
50320,2026-07-11,B,LINE-2,SPRING-1L,11494,11106,6,None,0,39.3,3.7,OP-1013,true
50321,2026-07-11,B,LINE-3,TONIC-10OZ,8220,7478,43,Changeover,40,37.8,4.1,OP-1024,true
50322,2026-07-11,C,LINE-1,LEMON-16OZ,10189,9808,3,None,4,37.5,4.3,OP-1009,true
50323,2026-07-11,C,LINE-2,SPRING-1L,11173,10579,6,None,0,40.1,4.6,OP-1016,true
50324,2026-07-11,C,LINE-3,COLA-12OZ,8869,8460,8,None,1,38.3,3.9,OP-1027,true
50325,2026-07-12,A,LINE-1,ENERGY-8OZ,10012,9316,31,Capper Fault,205,37.3,3.7,OP-1002,true
50326,2026-07-12,A,LINE-2,ENERGY-8OZ,11371,11550,1,None,39,38.9,4.8,OP-1011,true
50327,2026-07-12,A,LINE-3,SPRING-1L,8581,7548,57,Sensor Fault,50,35.8,3.4,OP-1021,true
50328,2026-07-13,A,LINE-1,ENERGY-8OZ,10155,9801,23,Changeover,0,38.0,3.9,OP-1000,true
50329,2026-07-13,A,LINE-2,TONIC-10OZ,10926,10563,12,Label Misfeed,0,37.3,3.8,OP-1011,true
50330,2026-07-13,B,LINE-1,ENERGY-8OZ,9588,9308,3,None,0,37.6,4.3,OP-1003,true
50331,2026-07-13,B,LINE-3,COLA-12OZ,8813,8602,6,None,44,36.4,4.5,OP-1024,true
50332,2026-07-13,C,LINE-1,LEMON-16OZ,9480,9107,7,None,12,38.2,4.6,OP-1009,true
50333,2026-07-13,C,LINE-2,SPRING-1L,11496,10744,6,None,0,34.9,3.9,OP-1016,true
50334,2026-07-13,C,LINE-3,TONIC-10OZ,8719,8358,3,None,11,37.8,4.2,OP-1027,true
50335,2026-07-14,A,LINE-1,COLA-12OZ,9440,9458,4,None,14,39.2,4.1,OP-1000,true
50336,2026-07-14,A,LINE-2,LEMON-16OZ,10885,10308,30,Changeover,69,36.0,4.8,OP-1009,true
50337,2026-07-14,A,LINE-3,TONIC-10OZ,8206,7092,52,Sensor Fault,77,37.5,4.8,OP-1018,true
50338,2026-07-14,B,LINE-1,ENERGY-8OZ,9559,8865,43,Changeover,0,38.7,4.0,OP-1003,true
50339,2026-07-14,B,LINE-2,TONIC-10OZ,11511,10549,28,Label Misfeed,104,37.4,4.1,OP-1015,true
50340,2026-07-14,C,LINE-1,SPRING-1L,9950,9685,6,None,33,41.6,4.8,OP-1007,true
50341,2026-07-14,C,LINE-2,LEMON-16OZ,11167,9595,43,Changeover,78,37.9,4.0,OP-1015,true
50342,2026-07-14,C,LINE-3,SPRING-1L,8726,8446,8,None,20,38.9,4.4,OP-1026,true
50343,2026-07-15,A,LINE-1,TONIC-10OZ,10131,9602,18,Capper Fault,246,37.9,3.6,OP-1002,true
50344,2026-07-15,A,LINE-2,TONIC-10OZ,11050,10607,7,None,30,38.1,4.2,OP-1011,true
50345,2026-07-15,A,LINE-3,COLA-12OZ,8569,6734,110,Planned Maintenance,7,38.6,4.2,OP-1018,true
50346,2026-07-15,B,LINE-1,COLA-12OZ,10032,9878,1,None,43,36.9,4.2,OP-1006,true
50347,2026-07-15,B,LINE-2,SPRING-1L,11024,10231,21,Changeover,14,38.0,3.3,OP-1013,true
50348,2026-07-15,B,LINE-3,ENERGY-8OZ,8992,8115,40,Changeover,0,39.2,4.1,OP-1022,true
50349,2026-07-15,C,LINE-1,LEMON-16OZ,9439,7194,96,Planned Maintenance,4,38.6,4.3,OP-1008,true
50350,2026-07-15,C,LINE-2,COLA-12OZ,11244,10071,32,Sensor Fault,34,36.7,4.5,OP-1017,true
50351,2026-07-15,C,LINE-3,COLA-12OZ,8957,8197,26,Label Misfeed,29,38.0,3.7,OP-1024,true
50352,2026-07-16,A,LINE-1,TONIC-10OZ,9534,9092,29,Changeover,63,36.8,3.6,OP-1001,true
50353,2026-07-16,A,LINE-2,ENERGY-8OZ,11568,11542,2,None,14,40.0,3.7,OP-1010,true
50354,2026-07-16,A,LINE-3,TONIC-10OZ,8442,8129,32,Changeover,52,37.3,4.6,OP-1019,true
50355,2026-07-16,B,LINE-1,TONIC-10OZ,10072,9880,2,None,30,35.7,4.4,OP-1004,true
50356,2026-07-16,B,LINE-2,ENERGY-8OZ,11287,10187,31,Changeover,35,37.3,4.4,OP-1014,true
50357,2026-07-16,B,LINE-3,ENERGY-8OZ,8518,7557,47,Sensor Fault,22,37.6,3.6,OP-1022,true
50358,2026-07-16,C,LINE-1,SPRING-1L,9522,7209,108,Filler Jam,185,38.4,3.8,OP-1006,true
50359,2026-07-16,C,LINE-2,TONIC-10OZ,11323,10578,17,Label Misfeed,38,39.6,4.1,OP-1018,true
50360,2026-07-16,C,LINE-3,SPRING-1L,8680,7910,25,Changeover,19,39.0,3.7,OP-1027,true
50361,2026-07-17,A,LINE-1,LEMON-16OZ,9431,9207,18,Label Misfeed,27,38.4,3.8,OP-1003,true
50362,2026-07-17,A,LINE-2,LEMON-16OZ,11117,10991,0,None,51,40.0,4.3,OP-1010,true
50363,2026-07-17,A,LINE-3,ENERGY-8OZ,8521,8471,5,None,66,37.2,4.5,OP-1018,true
50364,2026-07-17,B,LINE-1,SPRING-1L,9860,9506,22,Changeover,35,38.2,4.5,OP-1004,true
50365,2026-07-17,B,LINE-2,ENERGY-8OZ,11475,8630,109,Planned Maintenance,64,36.2,4.1,OP-1012,true
50366,2026-07-17,B,LINE-3,TONIC-10OZ,8905,8904,0,None,48,37.5,4.4,OP-1022,true
50367,2026-07-17,C,LINE-1,SPRING-1L,9988,7754,95,Planned Maintenance,59,40.0,4.7,OP-1007,true
50368,2026-07-17,C,LINE-2,SPRING-1L,11344,10095,33,Capper Fault,219,40.1,3.6,OP-1016,true
50369,2026-07-17,C,LINE-3,ENERGY-8OZ,8491,6001,136,Planned Maintenance,24,37.8,4.1,OP-1025,true
50370,2026-07-18,A,LINE-1,LEMON-16OZ,9815,8989,44,Changeover,26,36.7,4.4,OP-1001,true
50371,2026-07-18,A,LINE-2,ENERGY-8OZ,10987,10022,37,Sensor Fault,88,37.7,4.1,OP-1010,true
50372,2026-07-18,A,LINE-3,SPRING-1L,8662,7925,35,Changeover,4,38.2,4.4,OP-1020,true
50373,2026-07-18,B,LINE-1,COLA-12OZ,9645,8908,28,Label Misfeed,0,35.0,3.7,OP-1003,true
50374,2026-07-18,B,LINE-2,LEMON-16OZ,11123,10318,23,Changeover,38,34.6,4.2,OP-1012,true
50375,2026-07-18,B,LINE-3,SPRING-1L,8832,7774,44,Sensor Fault,0,38.6,4.4,OP-1021,true
50376,2026-07-18,C,LINE-1,COLA-12OZ,9770,9361,7,None,24,37.5,4.0,OP-1007,true
50377,2026-07-18,C,LINE-2,ENERGY-8OZ,11587,11110,5,None,2,36.1,4.6,OP-1017,true
50378,2026-07-18,C,LINE-3,COLA-12OZ,8967,8599,5,None,35,37.9,4.0,OP-1024,true
50379,2026-07-19,A,LINE-1,ENERGY-8OZ,9809,9618,0,None,5,38.9,4.2,OP-1003,true
50380,2026-07-19,A,LINE-2,ENERGY-8OZ,11307,11287,0,None,81,37.7,4.5,OP-1010,true
50381,2026-07-19,A,LINE-3,LEMON-16OZ,8670,8673,5,None,25,37.6,3.6,OP-1020,true
50382,2026-07-20,A,LINE-1,TONIC-10OZ,10154,10047,5,None,37,38.0,3.8,OP-1001,true
50383,2026-07-20,A,LINE-2,SPRING-1L,10862,9952,35,Sensor Fault,29,36.8,4.6,OP-1012,true
50384,2026-07-20,A,LINE-3,LEMON-16OZ,8539,7964,30,Label Misfeed,37,35.2,3.7,OP-1018,true
50385,2026-07-20,B,LINE-1,TONIC-10OZ,9513,8417,44,Changeover,5,37.7,4.4,OP-1005,true
50386,2026-07-20,B,LINE-3,ENERGY-8OZ,8923,8222,33,Capper Fault,172,36.8,3.2,OP-1022,true
50387,2026-07-20,C,LINE-1,COLA-12OZ,10000,9571,2,None,66,38.1,4.5,OP-1007,true
50388,2026-07-20,C,LINE-2,TONIC-10OZ,11476,9834,30,Sensor Fault,199,30.8,4.3,OP-1015,true
50389,2026-07-20,C,LINE-3,COLA-12OZ,8756,8241,6,None,28,37.5,4.6,OP-1025,true
50390,2026-07-21,A,LINE-1,COLA-12OZ,9978,9757,7,None,25,37.4,4.7,OP-1002,true
50391,2026-07-21,A,LINE-2,TONIC-10OZ,11021,10048,37,Changeover,12,38.1,3.8,OP-1012,true
50392,2026-07-21,A,LINE-3,LEMON-16OZ,8697,8232,22,Label Misfeed,66,36.6,5.3,OP-1018,true
50393,2026-07-21,B,LINE-1,SPRING-1L,9548,9145,5,None,40,36.5,4.0,OP-1005,true
50394,2026-07-21,B,LINE-2,ENERGY-8OZ,11413,10331,29,Changeover,75,36.5,4.5,OP-1013,true
50395,2026-07-21,B,LINE-3,SPRING-1L,8478,6167,134,Planned Maintenance,58,39.0,4.5,OP-1023,true
50396,2026-07-21,C,LINE-1,ENERGY-8OZ,9497,9223,1,None,0,34.9,3.7,OP-1006,true
50397,2026-07-21,C,LINE-2,SPRING-1L,11103,10375,8,None,244,32.1,3.5,OP-1015,true
50398,2026-07-21,C,LINE-3,LEMON-16OZ,8282,7788,8,None,0,37.6,4.5,OP-1025,true
50399,2026-07-22,A,LINE-1,LEMON-16OZ,9754,9813,4,None,25,35.4,4.7,OP-1000,true
50400,2026-07-22,A,LINE-2,TONIC-10OZ,10898,7668,138,Planned Maintenance,25,38.5,3.8,OP-1012,true
50401,2026-07-22,A,LINE-3,SPRING-1L,8894,8898,1,None,36,37.0,4.3,OP-1021,true
50402,2026-07-22,B,LINE-1,TONIC-10OZ,9893,9587,10,Label Misfeed,89,37.4,4.1,OP-1006,true
50403,2026-07-22,B,LINE-2,LEMON-16OZ,11041,10910,5,None,0,37.6,4.4,OP-1013,true
50404,2026-07-22,B,LINE-3,TONIC-10OZ,8659,8563,0,None,0,38.0,4.0,OP-1021,true
50405,2026-07-22,C,LINE-1,TONIC-10OZ,10146,9726,3,None,58,37.4,4.5,OP-1007,true
50406,2026-07-22,C,LINE-2,ENERGY-8OZ,11357,9159,55,Filler Jam,376,30.9,3.7,OP-1015,false
50407,2026-07-22,C,LINE-3,SPRING-1L,8908,8379,6,None,39,37.7,4.6,OP-1026,true
50408,2026-07-23,A,LINE-1,COLA-12OZ,10072,9240,43,Changeover,1,34.7,4.8,OP-1000,true
50409,2026-07-23,A,LINE-2,ENERGY-8OZ,11140,11266,0,None,57,37.7,3.9,OP-1009,true
50410,2026-07-23,A,LINE-3,SPRING-1L,8287,7945,6,None,24,37.8,4.0,OP-1019,true
50411,2026-07-23,B,LINE-2,LEMON-16OZ,11545,11102,5,None,64,37.8,3.8,OP-1013,true
50412,2026-07-23,B,LINE-3,TONIC-10OZ,8822,8478,6,None,0,38.3,3.6,OP-1021,true
50413,2026-07-23,C,LINE-1,ENERGY-8OZ,9425,9203,3,None,81,39.0,4.1,OP-1006,true
50414,2026-07-23,C,LINE-2,SPRING-1L,11492,7811,106,Filler Jam,293,29.4,4.1,OP-1017,false
50415,2026-07-23,C,LINE-3,SPRING-1L,8471,7666,30,Label Misfeed,37,37.8,4.5,OP-1027,true
50416,2026-07-24,A,LINE-1,TONIC-10OZ,9618,9622,0,None,12,38.1,3.7,OP-1001,true
50417,2026-07-24,A,LINE-2,COLA-12OZ,11494,9804,68,Planned Maintenance,67,38.7,4.0,OP-1012,true
50418,2026-07-24,A,LINE-3,LEMON-16OZ,8271,8238,7,None,11,38.9,3.5,OP-1019,true
50419,2026-07-24,B,LINE-1,COLA-12OZ,10143,9860,5,None,37,40.1,4.7,OP-1005,true
50420,2026-07-24,B,LINE-2,TONIC-10OZ,10867,10617,2,None,52,39.0,4.1,OP-1015,true
50421,2026-07-24,B,LINE-3,LEMON-16OZ,8734,6940,88,Planned Maintenance,3,37.6,4.2,OP-1021,true
50422,2026-07-24,C,LINE-1,ENERGY-8OZ,10079,9521,4,None,10,39.3,4.0,OP-1009,true
50423,2026-07-24,C,LINE-2,COLA-12OZ,10828,9583,20,Changeover,177,30.8,4.0,OP-1018,true
50424,2026-07-24,C,LINE-3,LEMON-16OZ,8278,7852,7,None,16,37.8,4.1,OP-1025,true
50425,2026-07-25,A,LINE-1,TONIC-10OZ,10094,10085,2,None,0,38.4,3.9,OP-1001,true
50426,2026-07-25,A,LINE-2,TONIC-10OZ,11006,10802,1,None,78,36.4,4.3,OP-1009,true
50427,2026-07-25,B,LINE-1,TONIC-10OZ,9419,8794,31,Changeover,44,35.9,4.3,OP-1003,true
50428,2026-07-25,B,LINE-2,SPRING-1L,10837,10488,7,None,33,37.2,4.1,OP-1014,true
50429,2026-07-25,B,LINE-3,COLA-12OZ,8457,8215,5,None,69,36.9,3.8,OP-1023,true
50430,2026-07-25,C,LINE-1,ENERGY-8OZ,10172,9086,25,Label Misfeed,66,37.6,4.9,OP-1006,true
50431,2026-07-25,C,LINE-2,ENERGY-8OZ,11435,9337,48,Filler Jam,361,30.1,4.2,OP-1015,false
50432,2026-07-25,C,LINE-3,SPRING-1L,8305,7953,6,None,50,40.6,4.9,OP-1025,true
50433,2026-07-26,A,LINE-1,COLA-12OZ,9626,9508,1,None,44,40.6,4.5,OP-1003,true
50434,2026-07-26,A,LINE-2,TONIC-10OZ,11394,10533,32,Capper Fault,268,37.6,4.4,OP-1009,true
50435,2026-07-26,A,LINE-3,SPRING-1L,8232,8150,7,None,0,36.8,4.8,OP-1020,true
50436,2026-07-27,A,LINE-1,TONIC-10OZ,9796,8532,62,Planned Maintenance,12,39.3,4.5,OP-1003,true
50437,2026-07-27,A,LINE-2,SPRING-1L,11227,11203,0,None,47,38.6,3.2,OP-1011,true
50438,2026-07-27,B,LINE-1,ENERGY-8OZ,9590,7895,85,Planned Maintenance,29,39.3,4.0,OP-1003,true
50439,2026-07-27,B,LINE-2,SPRING-1L,10812,10292,3,None,79,39.8,4.2,OP-1015,true
50440,2026-07-27,B,LINE-3,LEMON-16OZ,8810,8672,1,None,27,39.0,3.9,OP-1024,true
50441,2026-07-27,C,LINE-1,COLA-12OZ,9923,8536,43,Changeover,0,39.0,4.0,OP-1006,true
50442,2026-07-27,C,LINE-2,COLA-12OZ,11397,8913,70,Filler Jam,277,30.9,4.5,OP-1018,false
50443,2026-07-27,C,LINE-3,LEMON-16OZ,8388,7281,50,Sensor Fault,37,36.7,4.2,OP-1024,true
50444,2026-07-28,A,LINE-1,COLA-12OZ,9758,9677,7,None,74,38.0,4.2,OP-1002,true
50445,2026-07-28,A,LINE-2,ENERGY-8OZ,11504,11342,7,None,39,37.1,4.7,OP-1009,true
50446,2026-07-28,A,LINE-3,ENERGY-8OZ,8670,7863,38,Changeover,56,36.6,3.8,OP-1019,true
50447,2026-07-28,B,LINE-1,LEMON-16OZ,10176,9332,23,Label Misfeed,15,36.7,3.6,OP-1005,true
50448,2026-07-28,B,LINE-2,SPRING-1L,11175,11027,0,None,33,37.5,4.1,OP-1012,true
50449,2026-07-28,B,LINE-3,ENERGY-8OZ,8404,8199,2,None,31,37.3,4.6,OP-1023,true
50450,2026-07-28,C,LINE-1,ENERGY-8OZ,9944,9479,3,None,68,35.8,4.5,OP-1008,true
50451,2026-07-28,C,LINE-2,TONIC-10OZ,11546,10761,2,None,164,32.4,4.2,OP-1018,true
50452,2026-07-29,A,LINE-1,COLA-12OZ,9604,9402,4,None,0,36.2,4.2,OP-1000,true
50453,2026-07-29,A,LINE-2,SPRING-1L,11054,10026,38,Changeover,0,38.3,4.9,OP-1009,true
50454,2026-07-29,A,LINE-3,COLA-12OZ,8301,8098,4,None,65,38.9,4.0,OP-1019,true
50455,2026-07-29,B,LINE-1,SPRING-1L,10038,9724,5,None,0,38.9,4.0,OP-1005,true
50456,2026-07-29,B,LINE-2,COLA-12OZ,11305,10442,35,Changeover,52,38.2,3.7,OP-1015,true
50457,2026-07-29,B,LINE-3,ENERGY-8OZ,8996,8771,11,Label Misfeed,35,36.1,4.3,OP-1022,true
50458,2026-07-29,C,LINE-1,SPRING-1L,9846,8868,22,Changeover,21,37.3,4.3,OP-1008,true
50459,2026-07-29,C,LINE-2,TONIC-10OZ,11238,8634,91,Filler Jam,191,34.0,3.9,OP-1018,true
50460,2026-07-29,C,LINE-3,ENERGY-8OZ,8666,8152,4,None,61,38.5,4.1,OP-1026,true
50461,2026-07-30,A,LINE-1,LEMON-16OZ,9554,9426,0,None,35,37.3,4.3,OP-1000,true
50462,2026-07-30,A,LINE-2,TONIC-10OZ,11091,11175,0,None,50,37.4,3.8,OP-1010,true
50463,2026-07-30,A,LINE-3,SPRING-1L,8543,8370,8,None,57,39.0,4.3,OP-1020,true
50464,2026-07-30,B,LINE-2,COLA-12OZ,11006,10872,1,None,116,38.6,3.7,OP-1015,true
50465,2026-07-30,B,LINE-3,COLA-12OZ,8831,8115,41,Changeover,51,37.5,4.2,OP-1023,true
50466,2026-07-30,C,LINE-1,TONIC-10OZ,9718,7317,113,Planned Maintenance,0,38.4,3.6,OP-1008,true
50467,2026-07-30,C,LINE-2,TONIC-10OZ,10895,9430,38,Sensor Fault,226,32.0,4.7,OP-1015,true
50468,2026-07-30,C,LINE-3,LEMON-16OZ,8743,8414,5,None,69,39.3,3.6,OP-1026,true
50469,2026-07-31,A,LINE-1,LEMON-16OZ,9642,9578,1,None,16,37.3,4.1,OP-1002,true
50470,2026-07-31,A,LINE-2,COLA-12OZ,11591,11534,7,None,58,37.9,3.9,OP-1011,true
50471,2026-07-31,A,LINE-3,COLA-12OZ,8260,7486,30,Capper Fault,177,39.0,4.5,OP-1020,true
50472,2026-07-31,B,LINE-1,TONIC-10OZ,9451,9355,7,None,0,38.0,4.2,OP-1006,true
50473,2026-07-31,B,LINE-2,SPRING-1L,10913,10557,7,None,54,39.0,3.9,OP-1013,true
50474,2026-07-31,B,LINE-3,TONIC-10OZ,8215,8078,5,None,0,37.6,4.2,OP-1024,true
50475,2026-07-31,C,LINE-1,SPRING-1L,9702,9397,0,None,58,40.4,3.5,OP-1007,true
50476,2026-07-31,C,LINE-2,LEMON-16OZ,11021,9181,52,Sensor Fault,167,30.5,4.4,OP-1016,true
50477,2026-08-01,A,LINE-1,ENERGY-8OZ,10186,10200,3,None,2,40.0,4.8,OP-1003,true
